time,discipline,value,Major_Civils
46,civils,81.13995016593792,100
46,MEH,20.058182986976302,100
46,workforce,378.2961371577077,100
46,operations,277.09800400479344,100
47,civils,73.87876596063076,100
47,MEH,16.113040853969775,100
47,workforce,372.6831224115321,100
47,operations,282.6913155969316,100
48,civils,67.09942371092357,100
48,MEH,12.837315558893833,100
48,workforce,366.9194951484835,100
48,operations,286.9827558786661,100
49,civils,60.790009430996285,100
49,MEH,10.143357093698992,100
49,workforce,361.1802705225451,100
49,operations,290.2469039978498,100
50,civils,54.936361819686105,100
50,MEH,7.948771312274886,100
50,workforce,355.598463828182,100
50,operations,292.713330696221,100
51,civils,49.52241808907383,100
51,MEH,6.177732217971103,100
51,workforce,350.26785531955716,100
51,operations,294.5677050125122,100
52,civils,44.53054943671702,100
52,MEH,4.761775822351457,100
52,workforce,345.24900615643764,100
52,operations,295.95668089736915,100
53,civils,39.941882411748445,100
53,MEH,3.6401526925426495,100
53,workforce,340.5761706088874,100
53,operations,296.99413550459633,100
54,civils,35.736603008297266,100
54,MEH,2.759821835077579,100
54,workforce,336.2638278600892,100
54,operations,297.76740301671435,100
55,civils,31.894240914133828,100
55,MEH,2.0751680911714607,100
55,workforce,332.3122641328944,100
55,operations,298.34285512758913,100
56,civils,28.393931929598395,100
56,MEH,1.5475201220667327,100
56,workforce,328.7120488330673,100
56,operations,298.77059678140216,100
57,civils,25.21465713780831,100
57,MEH,1.1445377410484183,100
57,workforce,325.4474621955821,100
57,operations,299.08826731672536,100
58,civils,22.33545794106705,100
58,MEH,0.839527101993947,100
58,workforce,322.49902441710964,100
58,operations,299.32403937404865,100
59,civils,19.73562657198059,100
59,MEH,0.6107312082272182,100
59,workforce,319.84530122055753,100
59,operations,299.4989434403497,100
60,civils,17.394872134763023,100
60,MEH,0.4406322645346685,100
60,workforce,317.46415181830696,100
60,operations,299.62864741900927,100
61,civils,15.2934626282273,100
61,MEH,0.31529222793980266,100
61,workforce,315.33356180876655,100
61,operations,299.72480695259947,100
62,civils,13.412343744359418,100
62,MEH,0.22374896018014506,100
62,workforce,313.43217619965515,100
62,operations,299.79608349511557,100
63,civils,11.733235524109396,100
63,MEH,0.15747788575189628,100
63,workforce,311.739621729501,100
63,operations,299.8489083196397,100
64,civils,10.238708185441153,100
64,MEH,0.10992308657249546,100
64,workforce,310.23668518943543,100
64,operations,299.88805391742176,100
65,civils,8.912238619346413,100
65,MEH,0.07609726412806218,100
65,workforce,308.90539616428345,100
65,operations,299.917060280809,100
66,civils,7.738249180066075,100
66,MEH,0.05224683189191881,100
66,workforce,307.7290483537385,100
66,operations,299.9385523417805,100
67,civils,6.702130479644197,100
67,MEH,0.03557637289142779,100
67,workforce,306.6921828909758,100
67,operations,299.9544760384402,100
68,civils,5.7902499382881425,100
68,MEH,0.024025595740188584,100
68,workforce,305.7805492273737,100
68,operations,299.96627369334533,100
69,civils,4.989947845413141,100
69,MEH,0.016091534157155887,100
69,workforce,304.9810535890612,100
69,operations,299.9750142094909,100
70,civils,4.289522656585061,100
70,MEH,0.01068886340147282,100
70,workforce,304.2817011915516,100
70,operations,299.98148967156504,100
71,civils,3.6782071938491687,100
71,MEH,0.007041681731476929,100
71,workforce,303.67153586770957,100
71,operations,299.9862869921289,100
72,civils,3.1461373361274325,100
72,MEH,0.004600786141610856,100
72,workforce,303.1405791558224,100
72,operations,299.9898410335534,100
