time,discipline,value
37,Role13_L34,203
37,Role13_L56,90
37,Role13_L78,45
37,Role14_L12,141
37,Role14_L34,253
37,Role14_L56,113
37,Role14_L78,56
37,Role15_L12,169
37,Role15_L34,304
37,Role15_L56,135
37,Role15_L78,68
38,Role13_L12,113
38,Role13_L34,203
38,Role13_L56,90
38,Role13_L78,45
38,Role14_L12,141
38,Role14_L34,253
38,Role14_L56,113
38,Role14_L78,56
38,Role15_L12,169
38,Role15_L34,304
38,Role15_L56,135
38,Role15_L78,68
39,Role13_L12,113
39,Role13_L34,203
39,Role13_L56,90
39,Role13_L78,45
39,Role14_L12,141
39,Role14_L34,253
39,Role14_L56,113
39,Role14_L78,56
39,Role15_L12,169
39,Role15_L34,304
39,Role15_L56,135
39,Role15_L78,68
40,Role13_L12,113
40,Role13_L34,203
40,Role13_L56,90
40,Role13_L78,45
40,Role14_L12,141
40,Role14_L34,253
40,Role14_L56,113
40,Role14_L78,56
40,Role15_L12,169
40,Role15_L34,304
40,Role15_L56,135
40,Role15_L78,68
41,Role13_L12,113
41,Role13_L34,203
41,Role13_L56,90
41,Role13_L78,45
41,Role14_L12,141
41,Role14_L34,253
41,Role14_L56,113
41,Role14_L78,56
41,Role15_L12,169
41,Role15_L34,304
41,Role15_L56,135
41,Role15_L78,68
42,Role13_L12,113
42,Role13_L34,203
42,Role13_L56,90
42,Role13_L78,45
42,Role14_L12,141
42,Role14_L34,253
42,Role14_L56,113
42,Role14_L78,56
42,Role15_L12,169
42,Role15_L34,304
42,Role15_L56,135
42,Role15_L78,68
43,Role13_L12,113
43,Role13_L34,203
43,Role13_L56,90
43,Role13_L78,45
43,Role14_L12,141
43,Role14_L34,253
43,Role14_L56,113
43,Role14_L78,56
43,Role15_L12,169
43,Role15_L34,304
43,Role15_L56,135
43,Role15_L78,68
44,Role13_L12,113
44,Role13_L34,203
44,Role13_L56,90
44,Role13_L78,45
44,Role14_L12,141
44,Role14_L34,253
44,Role14_L56,113
44,Role14_L78,56
44,Role15_L12,169
44,Role15_L34,304
44,Role15_L56,135
44,Role15_L78,68
45,Role13_L12,113
45,Role13_L34,203
45,Role13_L56,90
45,Role13_L78,45
45,Role14_L12,141
45,Role14_L34,253
45,Role14_L56,113
45,Role14_L78,56
45,Role15_L12,169
45,Role15_L34,304
45,Role15_L56,135
45,Role15_L78,68
46,Role13_L12,113
46,Role13_L34,203
46,Role13_L56,90
46,Role13_L78,45
46,Role14_L12,141
46,Role14_L34,253
46,Role14_L56,113
46,Role14_L78,56
46,Role15_L12,169
46,Role15_L34,304
46,Role15_L56,135
46,Role15_L78,68
47,Role13_L12,113
47,Role13_L34,203
47,Role13_L56,90
47,Role13_L78,45
47,Role14_L12,141
47,Role14_L34,253
47,Role14_L56,113
47,Role14_L78,56
47,Role15_L12,169
47,Role15_L34,304
47,Role15_L56,135
47,Role15_L78,68
48,Role13_L12,113
48,Role13_L34,203
48,Role13_L56,90
48,Role13_L78,45
48,Role14_L12,141
48,Role14_L34,253
48,Role14_L56,113
48,Role14_L78,56
48,Role15_L12,169
48,Role15_L34,304
48,Role15_L56,135
48,Role15_L78,68
49,Role13_L12,113
49,Role13_L34,203
49,Role13_L56,90
49,Role13_L78,45
49,Role14_L12,141
49,Role14_L34,253
49,Role14_L56,113
49,Role14_L78,56
49,Role15_L12,169
49,Role15_L34,304
49,Role15_L56,135
49,Role15_L78,68
50,Role13_L12,113
50,Role13_L34,203
50,Role13_L56,90
50,Role13_L78,45
50,Role14_L12,141
50,Role14_L34,253
50,Role14_L56,113
50,Role14_L78,56
50,Role15_L12,169
50,Role15_L34,304
50,Role15_L56,135
50,Role15_L78,68
51,Role13_L12,113
51,Role13_L34,203
51,Role13_L56,90
51,Role13_L78,45
51,Role14_L12,141
51,Role14_L34,253
51,Role14_L56,113
51,Role14_L78,56
51,Role15_L12,169
51,Role15_L34,304
51,Role15_L56,135
51,Role15_L78,68
52,Role13_L12,113
52,Role13_L34,203
52,Role13_L56,90
52,Role13_L78,45
52,Role14_L12,141
52,Role14_L34,253
52,Role14_L56,113
52,Role14_L78,56
52,Role15_L12,169
52,Role15_L34,304
52,Role15_L56,135
52,Role15_L78,68
53,Role13_L12,113
53,Role13_L34,203
53,Role13_L56,90
53,Role13_L78,45
53,Role14_L12,141
53,Role14_L34,253
53,Role14_L56,113
53,Role14_L78,56
53,Role15_L12,169
53,Role15_L34,304
53,Role15_L56,135
53,Role15_L78,68
54,Role13_L12,113
54,Role13_L34,203
54,Role13_L56,90
54,Role13_L78,45
54,Role14_L12,141
54,Role14_L34,253
54,Role14_L56,113
54,Role14_L78,56
54,Role15_L12,169
54,Role15_L34,304
54,Role15_L56,135
54,Role15_L78,68
55,Role13_L12,113
55,Role13_L34,203
55,Role13_L56,90
55,Role13_L78,45
55,Role14_L12,141
55,Role14_L34,253
55,Role14_L56,113
55,Role14_L78,56
55,Role15_L12,169
55,Role15_L34,304
55,Role15_L56,135
55,Role15_L78,68
56,Role13_L12,113
56,Role13_L34,203
56,Role13_L56,90
56,Role13_L78,45
56,Role14_L12,141
56,Role14_L34,253
56,Role14_L56,113
56,Role14_L78,56
56,Role15_L12,169
56,Role15_L34,304
56,Role15_L56,135
56,Role15_L78,68
57,Role13_L12,113
57,Role13_L34,203
57,Role13_L56,90
57,Role13_L78,45
57,Role14_L12,141
57,Role14_L34,253
57,Role14_L56,113
57,Role14_L78,56
57,Role15_L12,169
57,Role15_L34,304
57,Role15_L56,135
57,Role15_L78,68
58,Role13_L12,113
58,Role13_L34,203
58,Role13_L56,90
58,Role13_L78,45
58,Role14_L12,141
58,Role14_L34,253
58,Role14_L56,113
58,Role14_L78,56
58,Role15_L12,169
58,Role15_L34,304
58,Role15_L56,135
58,Role15_L78,68
59,Role13_L12,113
59,Role13_L34,203
59,Role13_L56,90
59,Role13_L78,45
59,Role14_L12,141
59,Role14_L34,253
59,Role14_L56,113
59,Role14_L78,56
59,Role15_L12,169
59,Role15_L34,304
59,Role15_L56,135
59,Role15_L78,68
60,Role13_L12,113
60,Role13_L34,203
60,Role13_L56,90
60,Role13_L78,45
60,Role14_L12,141
60,Role14_L34,253
60,Role14_L56,113
60,Role14_L78,56
60,Role15_L12,169
60,Role15_L34,304
60,Role15_L56,135
60,Role15_L78,68
61,Role13_L12,113
61,Role13_L34,203
61,Role13_L56,90
61,Role13_L78,45
61,Role14_L12,141
61,Role14_L34,253
61,Role14_L56,113
61,Role14_L78,56
61,Role15_L12,169
61,Role15_L34,304
61,Role15_L56,135
61,Role15_L78,68
62,Role13_L12,113
62,Role13_L34,203
62,Role13_L56,90
62,Role13_L78,45
62,Role14_L12,141
62,Role14_L34,253
62,Role14_L56,113
62,Role14_L78,56
62,Role15_L12,169
62,Role15_L34,304
62,Role15_L56,135
62,Role15_L78,68
63,Role13_L12,113
63,Role13_L34,203
63,Role13_L56,90
63,Role13_L78,45
63,Role14_L12,141
63,Role14_L34,253
63,Role14_L56,113
63,Role14_L78,56
63,Role15_L12,169
63,Role15_L34,304
63,Role15_L56,135
63,Role15_L78,68
64,Role13_L12,113
64,Role13_L34,203
64,Role13_L56,90
64,Role13_L78,45
64,Role14_L12,141
64,Role14_L34,253
64,Role14_L56,113
64,Role14_L78,56
64,Role15_L12,169
64,Role15_L34,304
64,Role15_L56,135
64,Role15_L78,68
65,Role13_L12,113
65,Role13_L34,203
65,Role13_L56,90
65,Role13_L78,45
65,Role14_L12,141
65,Role14_L34,253
65,Role14_L56,113
65,Role14_L78,56
65,Role15_L12,169
65,Role15_L34,304
65,Role15_L56,135
65,Role15_L78,68
66,Role13_L12,113
66,Role13_L34,203
66,Role13_L56,90
66,Role13_L78,45
66,Role14_L12,141
66,Role14_L34,253
66,Role14_L56,113
66,Role14_L78,56
66,Role15_L12,169
66,Role15_L34,304
66,Role15_L56,135
66,Role15_L78,68
67,Role13_L12,113
67,Role13_L34,203
67,Role13_L56,90
67,Role13_L78,45
67,Role14_L12,141
67,Role14_L34,253
67,Role14_L56,113
67,Role14_L78,56
67,Role15_L12,169
67,Role15_L34,304
67,Role15_L56,135
67,Role15_L78,68
68,Role13_L12,113
68,Role13_L34,203
68,Role13_L56,90
68,Role13_L78,45
68,Role14_L12,141
68,Role14_L34,253
68,Role14_L56,113
68,Role14_L78,56
68,Role15_L12,169
68,Role15_L34,304
68,Role15_L56,135
68,Role15_L78,68
69,Role13_L12,113
69,Role13_L34,203
69,Role13_L56,90
69,Role13_L78,45
69,Role14_L12,141
69,Role14_L34,253
69,Role14_L56,113
69,Role14_L78,56
69,Role15_L12,169
69,Role15_L34,304
69,Role15_L56,135
69,Role15_L78,68
70,Role13_L12,113
70,Role13_L34,203
70,Role13_L56,90
70,Role13_L78,45
70,Role14_L12,141
70,Role14_L34,253
70,Role14_L56,113
70,Role14_L78,56
70,Role15_L12,169
70,Role15_L34,304
70,Role15_L56,135
70,Role15_L78,68
71,Role13_L12,113
71,Role13_L34,203
71,Role13_L56,90
71,Role13_L78,45
71,Role14_L12,141
71,Role14_L34,253
71,Role14_L56,113
71,Role14_L78,56
71,Role15_L12,169
71,Role15_L34,304
71,Role15_L56,135
71,Role15_L78,68
72,Role13_L12,113
72,Role13_L34,203
72,Role13_L56,90
72,Role13_L78,45
72,Role14_L12,141
72,Role14_L34,253
72,Role14_L56,113
72,Role14_L78,56
72,Role15_L12,169
72,Role15_L34,304
72,Role15_L56,135
72,Role15_L78,68
73,Role13_L12,113
73,Role13_L34,203
73,Role13_L56,90
73,Role13_L78,45
73,Role14_L12,141
73,Role14_L34,253
73,Role14_L56,113
73,Role14_L78,56
73,Role15_L12,169
73,Role15_L34,304
73,Role15_L56,135
73,Role15_L78,68
74,Role13_L12,113
74,Role13_L34,203
74,Role13_L56,90
74,Role13_L78,45
74,Role14_L12,141
74,Role14_L34,253
74,Role14_L56,113
74,Role14_L78,56
74,Role15_L12,169
74,Role15_L34,304
74,Role15_L56,135
74,Role15_L78,68
75,Role13_L12,113
75,Role13_L34,203
75,Role13_L56,90
75,Role13_L78,45
75,Role14_L12,141
75,Role14_L34,253
75,Role14_L56,113
75,Role14_L78,56
75,Role15_L12,169
75,Role15_L34,304
75,Role15_L56,135
75,Role15_L78,68
76,Role13_L12,113
76,Role13_L34,203
76,Role13_L56,90
76,Role13_L78,45
76,Role14_L12,141
76,Role14_L34,253
76,Role14_L56,113
76,Role14_L78,56
76,Role15_L12,169
76,Role15_L34,304
76,Role15_L56,135
76,Role15_L78,68
77,Role13_L12,113
77,Role13_L34,203
77,Role13_L56,90
77,Role13_L78,45
77,Role14_L12,141
77,Role14_L34,253
77,Role14_L56,113
77,Role14_L78,56
77,Role15_L12,169
77,Role15_L34,304
77,Role15_L56,135
77,Role15_L78,68
78,Role13_L12,113
78,Role13_L34,203
78,Role13_L56,90
78,Role13_L78,45
78,Role14_L12,141
78,Role14_L34,253
78,Role14_L56,113
78,Role14_L78,56
78,Role15_L12,169
78,Role15_L34,304
78,Role15_L56,135
78,Role15_L78,68
79,Role13_L12,113
79,Role13_L34,203
79,Role13_L56,90
79,Role13_L78,45
79,Role14_L12,141
79,Role14_L34,253
79,Role14_L56,113
79,Role14_L78,56
79,Role15_L12,169
79,Role15_L34,304
79,Role15_L56,135
79,Role15_L78,68
80,Role13_L12,113
80,Role13_L34,203
80,Role13_L56,90
80,Role13_L78,45
80,Role14_L12,141
80,Role14_L34,253
80,Role14_L56,113
80,Role14_L78,56
80,Role15_L12,169
80,Role15_L34,304
80,Role15_L56,135
80,Role15_L78,68
81,Role13_L12,113
81,Role13_L34,203
81,Role13_L56,90
81,Role13_L78,45
81,Role14_L12,141
81,Role14_L34,253
81,Role14_L56,113
81,Role14_L78,56
81,Role15_L12,169
81,Role15_L34,304
81,Role15_L56,135
81,Role15_L78,68
82,Role13_L12,113
82,Role13_L34,203
82,Role13_L56,90
82,Role13_L78,45
82,Role14_L12,141
82,Role14_L34,253
82,Role14_L56,113
82,Role14_L78,56
82,Role15_L12,169
82,Role15_L34,304
82,Role15_L56,135
82,Role15_L78,68
83,Role13_L12,113
83,Role13_L34,203
83,Role13_L56,90
83,Role13_L78,45
83,Role14_L12,141
83,Role14_L34,253
83,Role14_L56,113
83,Role14_L78,56
83,Role15_L12,169
83,Role15_L34,304
83,Role15_L56,135
83,Role15_L78,68
84,Role13_L12,113
84,Role13_L34,203
84,Role13_L56,90
84,Role13_L78,45
84,Role14_L12,141
84,Role14_L34,253
84,Role14_L56,113
84,Role14_L78,56
84,Role15_L12,169
84,Role15_L34,304
84,Role15_L56,135
84,Role15_L78,68
85,Role13_L12,113
85,Role13_L34,203
85,Role13_L56,90
85,Role13_L78,45
85,Role14_L12,141
85,Role14_L34,253
85,Role14_L56,113
85,Role14_L78,56
85,Role15_L12,169
85,Role15_L34,304
85,Role15_L56,135
85,Role15_L78,68
86,Role13_L12,113
86,Role13_L34,203
86,Role13_L56,90
86,Role13_L78,45
86,Role14_L12,141
86,Role14_L34,253
86,Role14_L56,113
86,Role14_L78,56
86,Role15_L12,169
86,Role15_L34,304
86,Role15_L56,135
86,Role15_L78,68
87,Role13_L12,113
87,Role13_L34,203
87,Role13_L56,90
87,Role13_L78,45
87,Role14_L12,141
87,Role14_L34,253
87,Role14_L56,113
87,Role14_L78,56
87,Role15_L12,169
87,Role15_L34,304
87,Role15_L56,135
87,Role15_L78,68
88,Role13_L12,113
88,Role13_L34,203
88,Role13_L56,90
88,Role13_L78,45
88,Role14_L12,141
88,Role14_L34,253
88,Role14_L56,113
88,Role14_L78,56
88,Role15_L12,169
88,Role15_L34,304
88,Role15_L56,135
88,Role15_L78,68
89,Role13_L12,113
89,Role13_L34,203
89,Role13_L56,90
89,Role13_L78,45
89,Role14_L12,141
89,Role14_L34,253
89,Role14_L56,113
89,Role14_L78,56
89,Role15_L12,169
89,Role15_L34,304
89,Role15_L56,135
89,Role15_L78,68
90,Role13_L12,113
90,Role13_L34,203
90,Role13_L56,90
90,Role13_L78,45
90,Role14_L12,141
90,Role14_L34,253
90,Role14_L56,113
90,Role14_L78,56
90,Role15_L12,169
90,Role15_L34,304
90,Role15_L56,135
90,Role15_L78,68
91,Role13_L12,113
91,Role13_L34,203
91,Role13_L56,90
91,Role13_L78,45
91,Role14_L12,141
91,Role14_L34,253
91,Role14_L56,113
91,Role14_L78,56
91,Role15_L12,169
91,Role15_L34,304
91,Role15_L56,135
91,Role15_L78,68
92,Role13_L12,113
92,Role13_L34,203
92,Role13_L56,90
92,Role13_L78,45
92,Role14_L12,141
92,Role14_L34,253
92,Role14_L56,113
92,Role14_L78,56
92,Role15_L12,169
92,Role15_L34,304
92,Role15_L56,135
92,Role15_L78,68
93,Role13_L12,113
93,Role13_L34,203
93,Role13_L56,90
93,Role13_L78,45
93,Role14_L12,141
93,Role14_L34,253
93,Role14_L56,113
93,Role14_L78,56
93,Role15_L12,169
93,Role15_L34,304
93,Role15_L56,135
93,Role15_L78,68
94,Role13_L12,113
94,Role13_L34,203
94,Role13_L56,90
94,Role13_L78,45
94,Role14_L12,141
94,Role14_L34,253
94,Role14_L56,113
94,Role14_L78,56
94,Role15_L12,169
94,Role15_L34,304
94,Role15_L56,135
94,Role15_L78,68
95,Role13_L12,113
95,Role13_L34,203
95,Role13_L56,90
95,Role13_L78,45
95,Role14_L12,141
95,Role14_L34,253
95,Role14_L56,113
95,Role14_L78,56
95,Role15_L12,169
95,Role15_L34,304
95,Role15_L56,135
95,Role15_L78,68
96,Role13_L12,113
96,Role13_L34,203
96,Role13_L56,90
96,Role13_L78,45
96,Role14_L12,141
96,Role14_L34,253
96,Role14_L56,113
96,Role14_L78,56
96,Role15_L12,169
96,Role15_L34,304
96,Role15_L56,135
96,Role15_L78,68
97,Role13_L12,113
97,Role13_L34,203
97,Role13_L56,90
97,Role13_L78,45
97,Role14_L12,141
97,Role14_L34,253
97,Role14_L56,113
97,Role14_L78,56
97,Role15_L12,169
97,Role15_L34,304
97,Role15_L56,135
97,Role15_L78,68
98,Role13_L12,113
98,Role13_L34,203
98,Role13_L56,90
98,Role13_L78,45
98,Role14_L12,141
98,Role14_L34,253
98,Role14_L56,113
98,Role14_L78,56
98,Role15_L12,169
98,Role15_L34,304
98,Role15_L56,135
98,Role15_L78,68
99,Role13_L12,113
99,Role13_L34,203
99,Role13_L56,90
99,Role13_L78,45
99,Role14_L12,141
99,Role14_L34,253
99,Role14_L56,113
99,Role14_L78,56
99,Role15_L12,169
99,Role15_L34,304
99,Role15_L56,135
99,Role15_L78,68
100,Role13_L12,113
100,Role13_L34,203
100,Role13_L56,90
100,Role13_L78,45
100,Role14_L12,141
100,Role14_L34,253
100,Role14_L56,113
100,Role14_L78,56
100,Role15_L12,169
100,Role15_L34,304
100,Role15_L56,135
100,Role15_L78,68
101,Role13_L12,113
101,Role13_L34,203
101,Role13_L56,90
101,Role13_L78,45
101,Role14_L12,141
101,Role14_L34,253
101,Role14_L56,113
101,Role14_L78,56
101,Role15_L12,169
101,Role15_L34,304
101,Role15_L56,135
101,Role15_L78,68
102,Role13_L12,113
102,Role13_L34,203
102,Role13_L56,90
102,Role13_L78,45
102,Role14_L12,141
102,Role14_L34,253
102,Role14_L56,113
102,Role14_L78,56
102,Role15_L12,169
102,Role15_L34,304
102,Role15_L56,135
102,Role15_L78,68
103,Role13_L12,113
103,Role13_L34,203
103,Role13_L56,90
103,Role13_L78,45
103,Role14_L12,141
103,Role14_L34,253
103,Role14_L56,113
103,Role14_L78,56
103,Role15_L12,169
103,Role15_L34,304
103,Role15_L56,135
103,Role15_L78,68
104,Role13_L12,113
104,Role13_L34,203
104,Role13_L56,90
104,Role13_L78,45
104,Role14_L12,141
104,Role14_L34,253
104,Role14_L56,113
104,Role14_L78,56
104,Role15_L12,169
104,Role15_L34,304
104,Role15_L56,135
104,Role15_L78,68
105,Role13_L12,113
105,Role13_L34,203
105,Role13_L56,90
105,Role13_L78,45
105,Role14_L12,141
105,Role14_L34,253
105,Role14_L56,113
105,Role14_L78,56
105,Role15_L12,169
105,Role15_L34,304
105,Role15_L56,135
105,Role15_L78,68
106,Role13_L12,113
106,Role13_L34,203
106,Role13_L56,90
106,Role13_L78,45
106,Role14_L12,141
106,Role14_L34,253
106,Role14_L56,113
106,Role14_L78,56
106,Role15_L12,169
106,Role15_L34,304
106,Role15_L56,135
106,Role15_L78,68
107,Role13_L12,113
107,Role13_L34,203
107,Role13_L56,90
107,Role13_L78,45
107,Role14_L12,141
107,Role14_L34,253
107,Role14_L56,113
107,Role14_L78,56
107,Role15_L12,169
107,Role15_L34,304
107,Role15_L56,135
107,Role15_L78,68
108,Role13_L12,113
108,Role13_L34,203
108,Role13_L56,90
108,Role13_L78,45
108,Role14_L12,141
108,Role14_L34,253
108,Role14_L56,113
108,Role14_L78,56
108,Role15_L12,169
108,Role15_L34,304
108,Role15_L56,135
108,Role15_L78,68
109,Role13_L12,113
109,Role13_L34,203
109,Role13_L56,90
109,Role13_L78,45
109,Role14_L12,141
109,Role14_L34,253
109,Role14_L56,113
109,Role14_L78,56
109,Role15_L12,169
109,Role15_L34,304
109,Role15_L56,135
109,Role15_L78,68
110,Role13_L12,113
110,Role13_L34,203
110,Role13_L56,90
110,Role13_L78,45
110,Role14_L12,141
110,Role14_L34,253
110,Role14_L56,113
110,Role14_L78,56
110,Role15_L12,169
110,Role15_L34,304
110,Role15_L56,135
110,Role15_L78,68
111,Role13_L12,113
111,Role13_L34,203
111,Role13_L56,90
111,Role13_L78,45
111,Role14_L12,141
111,Role14_L34,253
111,Role14_L56,113
111,Role14_L78,56
111,Role15_L12,169
111,Role15_L34,304
111,Role15_L56,135
111,Role15_L78,68
112,Role13_L12,113
112,Role13_L34,203
112,Role13_L56,90
112,Role13_L78,45
112,Role14_L12,141
112,Role14_L34,253
112,Role14_L56,113
112,Role14_L78,56
112,Role15_L12,169
112,Role15_L34,304
112,Role15_L56,135
112,Role15_L78,68
113,Role13_L12,113
113,Role13_L34,203
113,Role13_L56,90
113,Role13_L78,45
113,Role14_L12,141
113,Role14_L34,253
113,Role14_L56,113
113,Role14_L78,56
113,Role15_L12,169
113,Role15_L34,304
113,Role15_L56,135
113,Role15_L78,68
114,Role13_L12,113
114,Role13_L34,203
114,Role13_L56,90
114,Role13_L78,45
114,Role14_L12,141
114,Role14_L34,253
114,Role14_L56,113
114,Role14_L78,56
114,Role15_L12,169
114,Role15_L34,304
114,Role15_L56,135
114,Role15_L78,68
115,Role13_L12,113
115,Role13_L34,203
115,Role13_L56,90
115,Role13_L78,45
115,Role14_L12,141
115,Role14_L34,253
115,Role14_L56,113
115,Role14_L78,56
115,Role15_L12,169
115,Role15_L34,304
115,Role15_L56,135
115,Role15_L78,68
116,Role13_L12,113
116,Role13_L34,203
116,Role13_L56,90
116,Role13_L78,45
116,Role14_L12,141
116,Role14_L34,253
116,Role14_L56,113
116,Role14_L78,56
116,Role15_L12,169
116,Role15_L34,304
116,Role15_L56,135
116,Role15_L78,68
117,Role13_L12,113
117,Role13_L34,203
117,Role13_L56,90
117,Role13_L78,45
117,Role14_L12,141
117,Role14_L34,253
117,Role14_L56,113
117,Role14_L78,56
117,Role15_L12,169
117,Role15_L34,304
117,Role15_L56,135
117,Role15_L78,68
118,Role13_L12,113
118,Role13_L34,203
118,Role13_L56,90
118,Role13_L78,45
118,Role14_L12,141
118,Role14_L34,253
118,Role14_L56,113
118,Role14_L78,56
118,Role15_L12,169
118,Role15_L34,304
118,Role15_L56,135
118,Role15_L78,68
119,Role13_L12,113
119,Role13_L34,203
119,Role13_L56,90
119,Role13_L78,45
119,Role14_L12,141
119,Role14_L34,253
119,Role14_L56,113
119,Role14_L78,56
119,Role15_L12,169
119,Role15_L34,304
119,Role15_L56,135
119,Role15_L78,68
120,Role13_L12,113
120,Role13_L34,203
120,Role13_L56,90
120,Role13_L78,45
120,Role14_L12,141
120,Role14_L34,253
120,Role14_L56,113
120,Role14_L78,56
120,Role15_L12,169
120,Role15_L34,304
120,Role15_L56,135
120,Role15_L78,68
121,Role13_L12,113
121,Role13_L34,203
121,Role13_L56,90
121,Role13_L78,45
121,Role14_L12,141
121,Role14_L34,253
121,Role14_L56,113
121,Role14_L78,56
121,Role15_L12,169
121,Role15_L34,304
121,Role15_L56,135
121,Role15_L78,68
122,Role13_L12,113
122,Role13_L34,203
122,Role13_L56,90
122,Role13_L78,45
122,Role14_L12,141
122,Role14_L34,253
122,Role14_L56,113
122,Role14_L78,56
122,Role15_L12,169
122,Role15_L34,304
122,Role15_L56,135
122,Role15_L78,68
123,Role13_L12,113
123,Role13_L34,203
123,Role13_L56,90
123,Role13_L78,45
123,Role14_L12,141
123,Role14_L34,253
123,Role14_L56,113
123,Role14_L78,56
123,Role15_L12,169
123,Role15_L34,304
123,Role15_L56,135
123,Role15_L78,68
124,Role13_L12,113
124,Role13_L34,203
124,Role13_L56,90
124,Role13_L78,45
124,Role14_L12,141
124,Role14_L34,253
124,Role14_L56,113
124,Role14_L78,56
124,Role15_L12,169
124,Role15_L34,304
124,Role15_L56,135
124,Role15_L78,68
125,Role13_L12,113
125,Role13_L34,203
125,Role13_L56,90
125,Role13_L78,45
125,Role14_L12,141
125,Role14_L34,253
125,Role14_L56,113
125,Role14_L78,56
125,Role15_L12,169
125,Role15_L34,304
125,Role15_L56,135
125,Role15_L78,68
126,Role13_L12,113
126,Role13_L34,203
126,Role13_L56,90
126,Role13_L78,45
126,Role14_L12,141
126,Role14_L34,253
126,Role14_L56,113
126,Role14_L78,56
126,Role15_L12,169
126,Role15_L34,304
126,Role15_L56,135
126,Role15_L78,68
127,Role13_L12,113
127,Role13_L34,203
127,Role13_L56,90
127,Role13_L78,45
127,Role14_L12,141
127,Role14_L34,253
127,Role14_L56,113
127,Role14_L78,56
127,Role15_L12,169
127,Role15_L34,304
127,Role15_L56,135
127,Role15_L78,68
128,Role13_L12,113
128,Role13_L34,203
128,Role13_L56,90
128,Role13_L78,45
128,Role14_L12,141
128,Role14_L34,253
128,Role14_L56,113
128,Role14_L78,56
128,Role15_L12,169
128,Role15_L34,304
128,Role15_L56,135
128,Role15_L78,68
129,Role13_L12,113
129,Role13_L34,203
129,Role13_L56,90
129,Role13_L78,45
129,Role14_L12,141
129,Role14_L34,253
129,Role14_L56,113
129,Role14_L78,56
129,Role15_L12,169
129,Role15_L34,304
129,Role15_L56,135
129,Role15_L78,68
130,Role13_L12,113
130,Role13_L34,203
130,Role13_L56,90
130,Role13_L78,45
130,Role14_L12,141
130,Role14_L34,253
130,Role14_L56,113
130,Role14_L78,56
130,Role15_L12,169
130,Role15_L34,304
130,Role15_L56,135
130,Role15_L78,68
131,Role13_L12,113
131,Role13_L34,203
131,Role13_L56,90
131,Role13_L78,45
131,Role14_L12,141
131,Role14_L34,253
131,Role14_L56,113
131,Role14_L78,56
131,Role15_L12,169
131,Role15_L34,304
131,Role15_L56,135
131,Role15_L78,68
132,Role13_L12,113
132,Role13_L34,203
132,Role13_L56,90
132,Role13_L78,45
132,Role14_L12,141
132,Role14_L34,253
132,Role14_L56,113
132,Role14_L78,56
132,Role15_L12,169
132,Role15_L34,304
132,Role15_L56,135
132,Role15_L78,68
133,Role13_L12,113
133,Role13_L34,203
133,Role13_L56,90
133,Role13_L78,45
133,Role14_L12,141
133,Role14_L34,253
133,Role14_L56,113
133,Role14_L78,56
133,Role15_L12,169
133,Role15_L34,304
133,Role15_L56,135
133,Role15_L78,68
134,Role13_L12,113
134,Role13_L34,203
134,Role13_L56,90
134,Role13_L78,45
134,Role14_L12,141
134,Role14_L34,253
134,Role14_L56,113
134,Role14_L78,56
134,Role15_L12,169
134,Role15_L34,304
134,Role15_L56,135
134,Role15_L78,68
135,Role13_L12,113
135,Role13_L34,203
135,Role13_L56,90
135,Role13_L78,45
135,Role14_L12,141
135,Role14_L34,253
135,Role14_L56,113
135,Role14_L78,56
135,Role15_L12,169
135,Role15_L34,304
135,Role15_L56,135
135,Role15_L78,68
136,Role13_L12,113
136,Role13_L34,203
136,Role13_L56,90
136,Role13_L78,45
136,Role14_L12,141
136,Role14_L34,253
136,Role14_L56,113
136,Role14_L78,56
136,Role15_L12,169
136,Role15_L34,304
136,Role15_L56,135
136,Role15_L78,68
137,Role13_L12,113
